jpml_docket_number,jpml_court,jpml_case_name,jpml_status,jpml_link,jpml_court_code
5:24-cv-00665,N.D. Ala.,Ashford v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048139994830082,alnd
5:24-cv-00758,N.D. Ala.,Clopton v. 3M Company Inc et al,Closed,www.bloomberglaw.com/product/blaw/document/2048140154647298,alnd
5:24-cv-01187,N.D. Ala.,Borden v. 3M Company Inc,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141029607682,alnd
5:24-cv-01316,N.D. Ala.,Rutherford v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141311438594,alnd
5:24-cv-01335,N.D. Ala.,Stansbury v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141332959490,alnd
5:24-cv-01548,N.D. Ala.,Crayton et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141774035714,alnd
5:24-cv-01549,N.D. Ala.,Shook et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141774039810,alnd
5:24-cv-01550,N.D. Ala.,Smith et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141774045442,alnd
5:24-cv-01647,N.D. Ala.,Martin et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141968624386,alnd
5:24-cv-01648,N.D. Ala.,Sandlin et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141970183426,alnd
5:25-cv-00025,N.D. Ala.,Wheeler et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048142965787906,alnd
5:25-cv-00026,N.D. Ala.,Hogan et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048142966575874,alnd
5:25-cv-00027,N.D. Ala.,Hampton v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048142966583554,alnd
5:25-cv-00103,N.D. Ala.,Almon et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048143222626050,alnd
5:25-cv-00857,N.D. Ala.,Kelley et al v. 3M Company Inc et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048144810490626,alnd
5:25-cv-02120,N.D. Ala.,Abashian et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048147203285762,alnd
6:22-cv-00285,N.D. Ala.,Fleming et al v. 3M Company et al,Closed,www.bloomberglaw.com/product/blaw/document/2048130221428994,alnd
2:24-cv-00284,S.D. Ala.,"The Town of Pine Hill, Alabama v. 3M Company et al",Denied,www.bloomberglaw.com/product/blaw/document/2048140852320514,alsd
5:23-cv-05112,W.D. Ark.,State of Arkansas v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048136607711490,arwd
2:20-cv-01878,D. Ariz.,Jeffries et al v. Chemguard Incorporated et al,Closed,www.bloomberglaw.com/product/blaw/document/2048123891631362,azd
2:21-cv-00059,D. Ariz.,Jeffries et al v. Chemguard Incorporated et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048125627917058,azd
2:21-cv-00568,D. Ariz.,Young et al v. Chemguard Incorporated et al,State Court,www.bloomberglaw.com/product/blaw/document/2048127517421314,azd
2:23-cv-01125,D. Ariz.,"Arizona, State of v. 3M Company et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048136464903938,azd
2:23-cv-01259,D. Ariz.,Grosch et al v. Tyco Fire Products LP et al,No Action Taken,www.bloomberglaw.com/product/blaw/document/2048136608054018,azd
2:24-cv-02566,D. Ariz.,Grosch et al v. Tyco Fire Products LP et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141294553346,azd
2:25-cv-03859,D. Ariz.,Moore v. Buckeye Fire Equipment Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048146489862914,azd
3:24-cv-08234,D. Ariz.,Forbach et al v. Chemguard Incorporated et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048142160724738,azd
4:18-cv-00612,D. Ariz.,"Tucson, City of et al v. 3M Company et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048117600459010,azd
4:20-cv-00439,D. Ariz.,"DeAnza Domestic Water Improvement District of Pima County, Arizona v. 3M Company et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048123825150210,azd
4:24-cv-00477,D. Ariz.,"Marana, Town of v. United States of America",CTO Final,www.bloomberglaw.com/product/blaw/document/2048141268539650,azd
4:24-cv-00589,D. Ariz.,"Tucson, City of v. United States of America",CTO Final,www.bloomberglaw.com/product/blaw/document/2048142074349314,azd
2:20-cv-10997,C.D. Cal.,William Colbert v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048124162809090,cacd
2:21-cv-01898,C.D. Cal.,City of Downey v. 3M Company,CTO Final,www.bloomberglaw.com/product/blaw/document/2048127078010626,cacd
2:21-cv-08875,C.D. Cal.,Atascadero Mutual Water Company v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048129222578434,cacd
2:21-cv-09862,C.D. Cal.,City of Bell Gardens v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048129717851394,cacd
2:21-cv-09868,C.D. Cal.,City of Pico Rivera v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048129718503682,cacd
2:22-cv-01862,C.D. Cal.,City of Whittier v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130318055170,cacd
2:22-cv-02032,C.D. Cal.,Bradley D. McMartin et al v. The 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130354868994,cacd
2:23-cv-06923,C.D. Cal.,Kathleen Borland et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048136972031746,cacd
2:24-cv-04545,C.D. Cal.,"The People of the State of California, acting by and through the Los Angeles City Attorney et al v. 3M Company aka Minnesota Mining and Manufacturing Company et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048140057227010,cacd
2:24-cv-06820,C.D. Cal.,The People of The State of California et al v. 3M Co. et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048140828941058,cacd
2:24-cv-08373,C.D. Cal.,The People of the State of California v. 3M Co. et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048141318092034,cacd
2:24-cv-10494,C.D. Cal.,Kayla Davis Horton et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048142038224642,cacd
2:25-cv-00864,C.D. Cal.,Esther Gomes et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048143338726658,cacd
2:25-cv-03871,C.D. Cal.,"Estate of John Barkodar, M.D., et al v. City of South Gate, et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048144434222338,cacd
2:25-cv-07060,C.D. Cal.,Thomas Paradiso et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048145503854850,cacd
2:25-cv-07906,C.D. Cal.,Peter Fahey et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048145763633922,cacd
2:25-cv-07932,C.D. Cal.,Edward Loving et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048145767145218,cacd
2:25-cv-08983,C.D. Cal.,Tianan Cousins et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048146140256002,cacd
2:25-cv-08984,C.D. Cal.,John Matlock et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048146141369090,cacd
2:25-cv-09001,C.D. Cal.,Ann Bozzi et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048146157614850,cacd
5:21-cv-01156,C.D. Cal.,City of Corona et al v. 3M Company et al,State Court,www.bloomberglaw.com/product/blaw/document/2048128296219394,cacd
5:23-cv-00194,C.D. Cal.,Kari Broy et al v. 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048135344521474,cacd
5:23-cv-00208,C.D. Cal.,City of Corona et al v. 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048135365551874,cacd
5:24-cv-00856,C.D. Cal.,Britta Albers et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048139370045698,cacd
5:25-cv-00493,C.D. Cal.,Western Municiple Water District v. The 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048143561753346,cacd
8:20-cv-02301,C.D. Cal.,James Baird v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048124183040258,cacd
8:21-cv-01029,C.D. Cal.,Orange County Water District et al v. 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048128091970306,cacd
8:22-cv-01398,C.D. Cal.,Thomas E. McKinnon et al v. Applied Industrial Technologies et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048131104013058,cacd
8:24-cv-00820,C.D. Cal.,"Orange County Water District et al v. AGC Chemicals Americas, Inc. et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048139276282114,cacd
1:25-cv-02057,E.D. Cal.,City of Fresno v. 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048147383554818,caed
2:20-cv-00144,E.D. Cal.,California-American Water Company v. USA,CTO Final,www.bloomberglaw.com/product/blaw/document/2048121159900418,caed
2:22-cv-00373,E.D. Cal.,Sacramento County Water Agency v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130193085186,caed
2:22-cv-01005,E.D. Cal.,Sacramento Suburban Water District v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130808025858,caed
3:21-cv-03431,N.D. Cal.,Allen v. 3M Company et al,Closed,www.bloomberglaw.com/product/blaw/document/2048127777542402,cand
3:22-cv-02635,N.D. Cal.,Nordby et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130564125954,cand
3:23-cv-00738,N.D. Cal.,East Bay Municipal Utility District v. 3M COMPANY f/k/a MINNESOTA MINING et al,CTO Final,,
Document,,,,,
Document,,,,,
Court:,,,,,
Court:,,,,,
Court:,,,,,
Court:,,,,,cand
5:25-cv-03361,N.D. Cal.,"The People of the State of California, Acting by and through Santa Clara County Counsel Tony LoPresti, and the County of Santa Clara v. 3M Co. et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048144236277506,cand
3:20-cv-02361,S.D. Cal.,Myslak v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048124164483330,casdc
3:20-cv-02362,S.D. Cal.,Bingham v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048124164487426,casdc
3:22-cv-01013,S.D. Cal.,The People of the State of California et al v. 3M Co. et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048131003782914,casdc
3:22-cv-01671,S.D. Cal.,County of San Diego v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048133231447298,casdc
1:16-cv-02351,D. Colo.,"Bell et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048107435671298,cod
1:16-cv-02352,D. Colo.,"Bell et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048107435671810,cod
1:16-cv-02394,D. Colo.,"Davis et al v. 3M Corporation, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048107490850050,cod
1:18-cv-00705,D. Colo.,"Adams et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048114758840066,cod
1:18-cv-00742,D. Colo.,"Braun et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048114817393410,cod
1:18-cv-01065,D. Colo.,"Gordon et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115186887938,cod
1:18-cv-01070,D. Colo.,"Smith et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115188393218,cod
1:18-cv-01090,D. Colo.,"Parker et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115206823682,cod
1:18-cv-01091,D. Colo.,"Mann, Jr et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115206826242,cod
1:18-cv-01101,D. Colo.,"Bleichert et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115218968834,cod
1:18-cv-01140,D. Colo.,"Gutierres et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115255429890,cod
1:18-cv-01145,D. Colo.,"Roderick et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115305076994,cod
1:18-cv-01152,D. Colo.,"Chisholm et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115305191170,cod
1:18-cv-01153,D. Colo.,"Gokey et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115333930754,cod
1:18-cv-01154,D. Colo.,"Smith et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115333931266,cod
1:18-cv-01155,D. Colo.,"Wolfe et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115333931778,cod
1:18-cv-01156,D. Colo.,"Thomas et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115333932290,cod
1:18-cv-01157,D. Colo.,"Thompson et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115333932802,cod
1:18-cv-01158,D. Colo.,"Kahler et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115338422018,cod
1:18-cv-01161,D. Colo.,"Barker et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115342698242,cod
1:18-cv-01163,D. Colo.,"Hicks et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115342699266,cod
1:18-cv-01164,D. Colo.,"Butts et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115344342786,cod
1:18-cv-01165,D. Colo.,"Hutchison et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115345480962,cod
1:18-cv-01167,D. Colo.,"Ingemansen et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115348536066,cod
1:18-cv-01190,D. Colo.,"Rice et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115360094978,cod
1:18-cv-01191,D. Colo.,"Hartley et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115360096514,cod
1:18-cv-01192,D. Colo.,"Helm et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115365128962,cod
1:18-cv-01193,D. Colo.,"Stacy et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115366654722,cod
1:18-cv-01196,D. Colo.,"Crow et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115366656770,cod
1:18-cv-01199,D. Colo.,"Padilla et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115368303874,cod
1:18-cv-01201,D. Colo.,"Taylor et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115369346306,cod
1:18-cv-01202,D. Colo.,"Dilwood et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115371741954,cod
1:18-cv-01270,D. Colo.,"Sherban et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115455830786,cod
1:18-cv-01271,D. Colo.,Johnson et al v. The 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048115455832322,cod
1:18-cv-01274,D. Colo.,"Guttenberg et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115456953090,cod
1:18-cv-01278,D. Colo.,"Castro et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115459578626,cod
1:18-cv-01281,D. Colo.,"Oquendo et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115459581186,cod
1:18-cv-01282,D. Colo.,"Garcia et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115459582722,cod
1:18-cv-01285,D. Colo.,"Mccloskey et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115466035970,cod
1:18-cv-01288,D. Colo.,"Niskern et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115468143874,cod
1:18-cv-01294,D. Colo.,"Gibson et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115471811330,cod
1:18-cv-01298,D. Colo.,"Hall et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115471813378,cod
1:18-cv-01301,D. Colo.,"Kelly et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115471815426,cod
1:18-cv-01302,D. Colo.,"Walker et al v. 3M Company, The et al",Transfer,www.bloomberglaw.com/product/blaw/document/2048115471815938,cod
1:19-cv-00649,D. Colo.,Security Water District et al v. USA,Transfer,www.bloomberglaw.com/product/blaw/document/2048118235916546,cod
1:22-cv-00746,D. Colo.,State of Colorado Attorney General v. E.I. Du Pont De Nemours and Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048130348869378,cod
1:22-cv-03256,D. Colo.,"Espinosa et al v. 3M Company, The et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048134924489474,cod
1:23-cv-01490,D. Colo.,George et al v. E.I. Du Pont De Nemours and Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048136391375618,cod
1:24-cv-00255,D. Colo.,Stratmoor Hills Water District v. USA,CTO Final,www.bloomberglaw.com/product/blaw/document/2048138588591874,cod
1:25-cv-02760,D. Colo.,Burton et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048145887208706,cod
3:21-cv-01537,D. Conn.,Connecticut Water Company v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048129277202178,ctd
3:23-cv-01489,D. Conn.,Hoffnagle et al v. Connecticut Water Company,Denied,www.bloomberglaw.com/product/blaw/document/2048137799984898,ctd
3:24-cv-00234,D. Conn.,State of Connecticut v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048138812598530,ctd
3:24-cv-00239,D. Conn.,"State of Connecticut v. EIDP, Inc. et al",No Action Taken,www.bloomberglaw.com/product/blaw/document/2048138823860482,ctd
3:24-cv-01101,D. Conn.,Uniformed Professional Fire Fighters Association of Connecticut et al v. 3M Company et al,Denied,www.bloomberglaw.com/product/blaw/document/2048140307453698,ctd
3:26-cv-00070,D. Conn.,Town of Fairfield et al v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048147547747074,ctd
1:20-cv-00546,D.D.C.,CITY OF MILLINGTON et al v. 3M COMPANY et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048122061876994,dcd
1:23-cv-02387,D.D.C.,DISTRICT OF COLUMBIA v. 3M COMPANY et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048136923089666,dcd
1:18-cv-00769,D. Del.,Anderson et al v. The 3M Company et al,Transfer,www.bloomberglaw.com/product/blaw/document/2048115409460994,ded
1:18-cv-01711,D. Del.,Grubb et al v. The 3M Company et al,Closed,www.bloomberglaw.com/product/blaw/document/2048117096772354,ded
1:21-cv-00343,D. Del.,"Weirton Area Water Board et al v. Corteva, Inc. et al",CTO Final,www.bloomberglaw.com/product/blaw/document/2048127169650946,ded
1:23-cv-01363,D. Del.,The State of Delaware v. 3M Company et al,CTO Final,www.bloomberglaw.com/product/blaw/document/2048137963989762,ded
